Reef,Date,Grid Square,PTVO,CECR,EPST,CEFU,EPGU,STPA,STDE,TOL,MYTI/MYBO,Other,Unsure,
MIN,24-Aug,319,0,0,0,0,0,0,0,0,0,0,0,
MIN,24-Aug,320,0,0,0,0,0,0,0,0,0,0,0,
MIN,24-Aug,321,0,0,0,0,0,0,0,0,0,0,0,
MIN,24-Aug,322,0,0,0,0,0,0,0,0,0,0,0,
MIN,24-Aug,323,0,0,0,0,0,0,0,0,0,0,0,
MIN,24-Aug,324,0,0,0,0,0,0,0,0,0,0,0,
MIN,24-Aug,325,0,0,0,0,0,0,0,0,0,0,0,
MIN,24-Aug,326,0,0,0,0,0,0,0,0,0,0,0,
MIN,24-Aug,327,0,0,0,0,0,0,0,0,0,0,0,
MIN,24-Aug,328,0,0,0,0,0,0,0,0,0,0,0,
MIN,24-Aug,329,0,0,0,0,0,0,0,0,0,0,0,
MIN,24-Aug,330,0,0,0,0,0,0,0,0,0,0,0,
MIN,24-Aug,331,0,0,0,0,0,0,0,0,0,0,0,
MIN,24-Aug,332,0,0,0,0,0,0,0,0,0,0,0,
MIN,24-Aug,333,0,0,0,0,0,0,0,0,0,0,0,
MIN,24-Aug,334,0,0,0,0,0,0,0,0,0,0,0,
MIN,24-Aug,335,0,0,0,0,0,0,0,0,0,0,0,
MIN,24-Aug,336,0,0,0,0,0,0,0,0,0,0,0,
MIN,24-Aug,337,0,0,0,0,0,0,0,0,0,0,0,
MIN,24-Aug,338,0,0,0,0,0,0,0,0,0,0,0,
MIN,24-Aug,339,0,0,0,0,0,0,0,0,0,0,0,
MIN,24-Aug,340,0,0,0,0,0,0,0,0,0,0,0,
MIN,24-Aug,341,0,0,0,0,0,0,0,0,0,0,0,
MIN,24-Aug,342,0,0,0,0,0,0,0,0,0,0,0,
MIN,24-Aug,343,0,0,0,0,0,0,0,0,0,0,0,
MIN,24-Aug,344,0,0,0,0,0,0,0,0,0,0,0,
MIN,24-Aug,345,0,0,0,0,0,0,0,0,0,0,0,
MIN,24-Aug,346,0,0,0,0,0,0,0,0,0,0,0,
MIN,24-Aug,347,0,0,0,0,0,0,0,0,0,0,0,
MIN,24-Aug,348,0,0,0,0,0,0,0,0,0,0,0,
MIN,24-Aug,349,0,0,0,0,0,0,0,0,0,0,0,
